timestamp,datetime,pm25,pm10,no2,co,o3,temp,humidity,wind_speed,aqi,target_aqi_6h,aqi_lag_1,aqi_lag_2
1770867314,2026-02-12 09:05:14,34.94,56.04,17.68,404.42,40.1,22.72,43.97,4.88,153,107.0,117.0,122.0
1770870914,2026-02-12 10:05:14,36.11,56.39,12.33,184.6,40.04,23.64,27.04,4.29,146,97.0,153.0,117.0
1770874514,2026-02-12 11:05:14,31.03,48.45,10.01,208.11,41.21,25.25,29.2,4.28,133,126.0,146.0,153.0
1770878114,2026-02-12 12:05:14,30.24,45.07,9.88,199.12,43.89,25.28,25.86,3.41,128,134.0,133.0,146.0
1770881714,2026-02-12 13:05:14,30.87,44.97,8.98,182.57,31.9,23.93,34.02,3.04,127,154.0,128.0,133.0
1770885314,2026-02-12 14:05:14,26.27,37.74,11.71,230.55,44.84,25.45,29.44,7.79,117,142.0,127.0,128.0
1770888914,2026-02-12 15:05:14,25.24,43.49,6.62,203.95,31.64,22.28,41.4,3.56,107,143.0,117.0,127.0
1770892514,2026-02-12 16:05:14,23.88,35.94,13.44,205.68,32.4,19.22,45.03,9.77,97,155.0,107.0,117.0
1770896114,2026-02-12 17:05:14,29.96,46.34,19.85,413.79,30.06,19.02,34.17,4.75,126,159.0,97.0,107.0
1770899714,2026-02-12 18:05:14,34.69,55.47,18.73,400.37,35.13,16.38,31.87,5.52,134,154.0,126.0,97.0
1770903314,2026-02-12 19:05:14,35.32,51.94,22.48,403.38,21.14,11.61,55.68,4.68,154,151.0,134.0,126.0
1770906914,2026-02-12 20:05:14,35.08,55.31,6.03,175.29,16.76,9.31,58.4,10.63,142,145.0,154.0,134.0
1770910514,2026-02-12 21:05:14,34.67,56.07,8.96,219.2,23.32,7.31,61.63,5.49,143,131.0,142.0,154.0
1770914114,2026-02-12 22:05:14,36.19,56.53,10.11,216.89,10.93,6.46,66.4,3.35,155,133.0,143.0,142.0
1770917714,2026-02-12 23:05:14,39.66,59.24,9.52,202.35,23.42,7.13,63.19,3.63,159,137.0,155.0,143.0
1770921314,2026-02-13 00:05:14,37.42,55.54,5.67,183.48,13.15,4.78,64.71,8.95,154,137.0,159.0,155.0
1770924914,2026-02-13 01:05:14,36.38,56.56,8.28,212.11,18.59,6.34,75.58,5.85,151,138.0,154.0,159.0
1770928514,2026-02-13 02:05:14,33.82,54.13,6.67,208.43,20.66,7.82,73.07,1.19,145,170.0,151.0,154.0
1770932114,2026-02-13 03:05:14,32.83,51.37,14.08,226.75,18.78,7.03,63.41,3.73,131,175.0,145.0,151.0
1770935714,2026-02-13 04:05:14,31.91,47.36,6.32,225.61,17.09,10.15,57.77,6.13,133,171.0,131.0,145.0
1770939314,2026-02-13 05:05:14,32.06,48.03,9.77,190.49,23.37,12.8,51.86,3.96,137,182.0,133.0,131.0
1770942914,2026-02-13 06:05:14,32.8,54.01,11.14,192.1,36.87,15.1,45.47,3.45,137,180.0,137.0,133.0
1770946514,2026-02-13 07:05:14,32.53,52.75,10.34,222.35,29.2,16.77,50.04,4.46,138,172.0,137.0,137.0
1770950114,2026-02-13 08:05:14,39.21,61.2,20.61,386.94,39.62,20.68,35.0,3.77,170,181.0,138.0,137.0
1770953714,2026-02-13 09:05:14,45.03,67.43,21.21,398.9,34.04,20.25,34.28,4.04,175,196.0,170.0,138.0
1770957314,2026-02-13 10:05:14,42.5,68.74,10.16,195.58,43.18,23.14,35.23,6.61,171,180.0,175.0,170.0
1770960914,2026-02-13 11:05:14,42.14,66.43,13.51,193.1,43.23,25.05,31.94,5.58,182,183.0,171.0,175.0
1770964514,2026-02-13 12:05:14,42.9,61.23,10.34,223.89,47.83,25.63,36.09,3.87,180,190.0,182.0,171.0
1770968114,2026-02-13 13:05:14,41.69,62.35,9.78,198.71,42.47,25.97,21.7,6.8,172,216.0,180.0,182.0
1770971714,2026-02-13 14:05:14,43.38,69.0,13.57,221.32,37.76,23.21,30.65,4.18,181,216.0,172.0,180.0
1770975314,2026-02-13 15:05:14,44.74,66.1,8.11,181.23,40.1,20.79,32.47,3.2,196,196.0,181.0,172.0
1770978914,2026-02-13 16:05:14,41.05,55.99,9.4,198.13,38.05,19.91,42.04,6.38,180,184.0,196.0,181.0
1770982514,2026-02-13 17:05:14,45.78,65.18,19.75,415.63,29.88,17.22,38.86,4.47,183,169.0,180.0,196.0
1770986114,2026-02-13 18:05:14,45.94,67.73,20.8,419.56,27.94,13.89,48.33,5.76,190,166.0,183.0,180.0
1770989714,2026-02-13 19:05:14,51.14,76.7,21.75,419.18,22.72,11.13,62.38,3.7,216,158.0,190.0,183.0
1770993314,2026-02-13 20:05:14,49.97,73.22,12.9,239.08,15.16,9.2,57.01,0.69,216,169.0,216.0,190.0
1770996914,2026-02-13 21:05:14,46.22,73.12,13.11,246.24,20.07,8.51,58.18,3.76,196,174.0,216.0,216.0
1771000514,2026-02-13 22:05:14,43.73,66.23,7.8,210.1,22.33,5.93,60.32,4.45,184,156.0,196.0,216.0
1771004114,2026-02-13 23:05:14,40.92,56.39,8.08,177.98,10.24,5.79,68.28,7.22,169,152.0,184.0,196.0
1771007714,2026-02-14 00:05:14,40.86,64.3,11.14,184.74,11.08,4.99,66.16,7.48,166,137.0,169.0,184.0
1771011314,2026-02-14 01:05:14,38.35,61.98,10.18,195.35,11.62,4.47,66.78,7.35,158,134.0,166.0,169.0
1771014914,2026-02-14 02:05:14,39.77,60.45,12.43,185.5,20.31,6.21,71.23,4.29,169,134.0,158.0,166.0
1771018514,2026-02-14 03:05:14,41.45,54.42,9.64,214.24,11.33,8.11,57.7,4.5,174,140.0,169.0,158.0
1771022114,2026-02-14 04:05:14,38.09,51.61,14.13,222.21,18.13,7.79,67.77,7.82,156,144.0,174.0,169.0
1771025714,2026-02-14 05:05:14,36.05,58.51,12.52,215.41,19.6,11.33,53.53,5.75,152,145.0,156.0,174.0
1771029314,2026-02-14 06:05:14,33.99,60.32,12.51,159.66,23.04,15.19,47.72,4.41,137,141.0,152.0,156.0
1771032914,2026-02-14 07:05:14,30.42,46.07,11.35,200.83,28.26,16.6,46.07,4.81,134,138.0,137.0,152.0
1771036514,2026-02-14 08:05:14,31.77,45.28,23.5,420.54,36.1,19.5,41.56,6.63,134,138.0,134.0,137.0
1771040114,2026-02-14 09:05:14,34.76,54.41,16.03,403.17,34.34,21.52,39.3,6.29,140,128.0,134.0,134.0
1771043714,2026-02-14 10:05:14,33.68,43.88,7.89,205.26,42.36,23.94,29.7,6.94,144,120.0,140.0,134.0
1771047314,2026-02-14 11:05:14,32.87,52.43,9.5,217.76,46.1,24.43,22.58,5.08,145,154.0,144.0,140.0
1771050914,2026-02-14 12:05:14,34.69,49.32,6.77,207.59,44.67,24.51,35.05,1.56,141,180.0,145.0,144.0
1771054514,2026-02-14 13:05:14,33.41,50.55,9.62,203.38,44.25,23.86,39.96,5.71,138,199.0,141.0,145.0
1771058114,2026-02-14 14:05:14,33.63,50.26,9.45,225.31,37.18,22.38,42.16,2.76,138,191.0,138.0,141.0
1771061714,2026-02-14 15:05:14,31.29,48.3,9.82,212.87,32.74,20.99,45.36,4.44,128,165.0,138.0,138.0
1771065314,2026-02-14 16:05:14,29.4,34.8,8.93,191.52,39.63,21.02,41.87,5.58,120,152.0,128.0,138.0
1771068914,2026-02-14 17:05:14,39.87,59.18,13.46,432.93,30.23,17.82,43.85,0.5,154,149.0,120.0,128.0
1771072514,2026-02-14 18:05:14,44.29,70.83,19.06,410.91,20.22,15.24,49.67,5.42,180,148.0,154.0,120.0
1771076114,2026-02-14 19:05:14,47.76,70.75,21.63,374.05,21.03,13.35,54.38,6.03,199,138.0,180.0,154.0
1771079714,2026-02-14 20:05:14,45.35,69.98,8.89,202.31,21.94,8.81,63.98,3.84,191,116.0,199.0,180.0
1771083314,2026-02-14 21:05:14,40.93,65.86,5.86,211.03,11.95,6.15,67.62,8.4,165,138.0,191.0,199.0
1771086914,2026-02-14 22:05:14,37.79,55.46,6.56,175.32,15.55,5.97,69.61,6.09,152,131.0,165.0,191.0
1771090514,2026-02-14 23:05:14,35.74,51.41,9.99,211.74,15.75,4.3,61.78,4.63,149,122.0,152.0,165.0
1771094114,2026-02-15 00:05:14,36.66,56.38,13.4,201.92,13.79,5.63,58.95,5.79,148,127.0,149.0,152.0
1771097714,2026-02-15 01:05:14,31.99,46.15,8.54,193.82,16.6,4.68,74.03,6.29,138,100.0,148.0,149.0
1771101314,2026-02-15 02:05:14,29.32,41.81,6.91,182.79,19.86,7.22,61.09,3.97,116,137.0,138.0,148.0
1771104914,2026-02-15 03:05:14,32.82,46.99,8.17,216.43,14.21,7.47,54.34,0.16,138,145.0,116.0,138.0
1771108514,2026-02-15 04:05:14,30.0,45.72,11.0,205.34,23.46,9.65,59.19,3.6,131,154.0,138.0,116.0
1771112114,2026-02-15 05:05:14,30.62,47.48,9.44,207.23,26.99,13.9,61.68,4.5,122,151.0,131.0,138.0
1771115714,2026-02-15 06:05:14,31.15,40.24,6.51,184.17,25.23,15.22,47.99,4.48,127,125.0,122.0,131.0
1771119314,2026-02-15 07:05:14,26.6,41.01,11.17,226.7,27.48,17.89,37.85,10.06,100,137.0,127.0,122.0
1771122914,2026-02-15 08:05:14,32.04,47.37,22.15,410.21,31.35,17.77,44.35,4.66,137,134.0,100.0,127.0
1771126514,2026-02-15 09:05:14,34.32,58.31,21.19,403.92,35.35,20.19,38.68,7.36,145,154.0,137.0,100.0
1771130114,2026-02-15 10:05:14,35.88,55.48,11.32,193.69,39.69,23.74,32.25,6.46,154,131.0,145.0,137.0
1771133714,2026-02-15 11:05:14,36.75,54.02,8.21,225.61,43.86,25.75,31.14,2.22,151,141.0,154.0,145.0
1771137314,2026-02-15 12:05:14,32.13,50.95,9.13,202.7,45.3,24.67,27.92,4.84,125,158.0,151.0,154.0
1771140914,2026-02-15 13:05:14,32.77,46.1,8.91,180.93,41.29,23.96,33.93,3.67,137,167.0,125.0,151.0
1771144514,2026-02-15 14:05:14,31.18,51.29,12.41,227.76,43.2,23.2,21.79,4.93,134,159.0,137.0,125.0
1771148114,2026-02-15 15:05:14,33.34,50.28,8.22,215.84,43.16,23.74,35.51,3.86,154,172.0,134.0,137.0
1771151714,2026-02-15 16:05:14,31.07,44.46,10.42,220.71,34.43,21.16,26.53,1.95,131,167.0,154.0,134.0
1771155314,2026-02-15 17:05:14,33.9,53.0,19.74,411.78,28.79,16.76,52.62,4.4,141,156.0,131.0,154.0
1771158914,2026-02-15 18:05:14,37.39,55.33,18.29,424.07,30.31,14.49,55.31,6.71,158,153.0,141.0,131.0
1771162514,2026-02-15 19:05:14,40.84,60.64,22.1,411.64,20.18,10.15,59.54,7.51,167,151.0,158.0,141.0
1771166114,2026-02-15 20:05:14,39.12,62.56,10.34,171.41,21.15,9.0,59.61,7.95,159,147.0,167.0,158.0
1771169714,2026-02-15 21:05:14,41.96,68.19,10.38,213.76,13.88,7.52,63.05,2.53,172,147.0,159.0,167.0
1771173314,2026-02-15 22:05:14,39.77,59.75,9.79,226.21,19.04,6.12,74.89,5.34,167,149.0,172.0,159.0
1771176914,2026-02-15 23:05:14,37.8,57.19,11.18,242.61,10.0,7.49,63.54,4.51,156,164.0,167.0,172.0
1771180514,2026-02-16 00:05:14,37.47,56.41,7.28,199.52,14.3,3.68,74.56,6.06,153,158.0,156.0,167.0
1771184114,2026-02-16 01:05:14,37.1,58.44,12.53,179.27,11.75,4.14,69.26,3.42,151,152.0,153.0,156.0
1771187714,2026-02-16 02:05:14,38.54,63.51,13.57,195.68,10.0,5.04,76.54,5.29,147,159.0,151.0,153.0
1771191314,2026-02-16 03:05:14,35.43,48.83,11.6,192.31,15.62,8.09,59.56,3.65,147,177.0,147.0,151.0
1771194914,2026-02-16 04:05:14,38.01,61.3,10.76,215.76,20.69,10.38,54.11,2.35,149,185.0,147.0,147.0
1771198514,2026-02-16 05:05:14,39.32,58.56,6.54,195.21,24.52,12.41,57.49,5.64,164,171.0,149.0,147.0
1771202114,2026-02-16 06:05:14,38.74,58.18,10.24,179.05,29.43,14.21,51.03,2.7,158,179.0,164.0,149.0
1771205714,2026-02-16 07:05:14,37.28,58.58,10.38,197.91,24.29,16.63,48.35,3.37,152,171.0,158.0,164.0
1771209314,2026-02-16 08:05:14,39.1,56.48,18.18,363.34,40.15,22.45,39.35,8.52,159,176.0,152.0,158.0
1771212914,2026-02-16 09:05:14,43.62,66.32,21.45,398.45,43.81,22.83,40.53,6.74,177,164.0,159.0,152.0
1771216514,2026-02-16 10:05:14,43.09,65.53,9.98,204.44,52.95,25.01,36.07,8.07,185,166.0,177.0,159.0
1771220114,2026-02-16 11:05:14,41.54,56.0,7.51,171.93,39.36,23.22,30.77,5.49,171,169.0,185.0,177.0
1771223714,2026-02-16 12:05:14,43.96,62.44,10.73,180.9,54.56,25.19,35.05,4.9,179,171.0,171.0,185.0
1771227314,2026-02-16 13:05:14,41.46,65.21,8.7,166.71,38.78,23.68,35.07,6.89,171,179.0,179.0,171.0
1771230914,2026-02-16 14:05:14,42.22,67.47,8.57,165.46,45.11,23.07,37.71,8.33,176,194.0,171.0,179.0
1771234514,2026-02-16 15:05:14,39.88,58.73,9.71,182.26,43.47,24.49,38.27,7.95,164,189.0,176.0,171.0
1771238114,2026-02-16 16:05:14,39.97,53.86,10.28,202.61,39.18,20.55,38.46,2.4,166,177.0,164.0,176.0
1771241714,2026-02-16 17:05:14,38.59,60.32,22.15,383.12,31.74,17.09,36.43,8.14,169,173.0,166.0,164.0
1771245314,2026-02-16 18:05:14,40.61,65.26,20.29,354.5,26.96,15.55,56.84,5.41,171,187.0,169.0,166.0
1771248914,2026-02-16 19:05:14,43.51,65.17,16.98,387.74,20.73,12.03,58.34,1.29,179,168.0,171.0,169.0
1771252514,2026-02-16 20:05:14,47.45,71.2,12.58,171.13,20.13,12.3,60.55,4.76,194,169.0,179.0,171.0
1771256114,2026-02-16 21:05:14,46.97,67.06,7.45,234.48,12.46,7.86,65.74,4.68,189,167.0,194.0,179.0
1771259714,2026-02-16 22:05:14,41.99,61.0,8.32,166.25,18.81,8.82,60.16,2.05,177,147.0,189.0,194.0
1771263314,2026-02-16 23:05:14,40.87,61.44,11.46,197.8,15.29,6.42,62.45,4.33,173,158.0,177.0,189.0
1771266914,2026-02-17 00:05:14,44.04,67.27,13.17,177.35,10.0,4.38,64.72,2.02,187,144.0,173.0,177.0
1771270514,2026-02-17 01:05:14,39.6,62.87,14.58,159.57,13.66,5.47,72.68,3.71,168,141.0,187.0,173.0
1771274114,2026-02-17 02:05:14,39.68,57.35,11.0,228.07,11.2,5.16,66.94,3.76,169,166.0,168.0,187.0
1771277714,2026-02-17 03:05:14,38.54,54.33,9.46,224.46,14.24,7.3,62.58,6.13,167,173.0,169.0,168.0
1771281314,2026-02-17 04:05:14,36.86,56.06,9.0,196.26,17.52,10.61,49.21,6.07,147,150.0,167.0,169.0
1771284914,2026-02-17 05:05:14,37.12,57.45,13.72,154.93,18.73,10.71,60.83,5.96,158,137.0,147.0,167.0
1771288514,2026-02-17 06:05:14,35.8,54.2,7.83,203.7,27.93,15.7,44.71,2.64,144,137.0,158.0,147.0
1771292114,2026-02-17 07:05:14,33.48,44.51,9.31,216.13,28.33,15.9,49.01,3.51,141,142.0,144.0,158.0
1771295714,2026-02-17 08:05:14,39.8,58.33,19.84,411.53,36.52,20.04,41.94,3.77,166,154.0,141.0,144.0
1771299314,2026-02-17 09:05:14,41.37,60.49,21.27,414.14,36.39,22.38,41.7,6.57,173,148.0,166.0,141.0
1771302914,2026-02-17 10:05:14,37.58,58.76,6.56,202.16,46.73,23.68,35.29,6.54,150,143.0,173.0,166.0
1771306514,2026-02-17 11:05:14,34.55,55.31,10.45,185.36,39.36,24.69,28.89,5.82,137,177.0,150.0,173.0
1771310114,2026-02-17 12:05:14,33.62,48.74,12.5,197.12,43.12,26.1,25.66,7.9,137,190.0,137.0,150.0
1771313714,2026-02-17 13:05:14,34.98,55.84,10.2,216.92,40.07,26.42,22.68,0.36,142,214.0,137.0,137.0
1771317314,2026-02-17 14:05:14,36.16,49.02,9.83,212.66,36.77,22.93,29.62,4.56,154,198.0,142.0,137.0
1771320914,2026-02-17 15:05:14,36.38,52.42,8.12,204.43,41.74,21.89,41.14,5.34,148,175.0,154.0,142.0
1771324514,2026-02-17 16:05:14,33.81,51.32,13.69,215.1,34.01,20.68,43.66,5.14,143,174.0,148.0,154.0
1771328114,2026-02-17 17:05:14,42.27,64.05,21.44,392.64,27.7,17.65,49.8,3.91,177,163.0,143.0,148.0
1771331714,2026-02-17 18:05:14,44.28,66.48,19.09,386.37,31.08,14.29,49.57,6.15,190,157.0,177.0,143.0
1771335314,2026-02-17 19:05:14,50.0,72.46,23.25,402.52,26.62,12.45,52.63,2.31,214,163.0,190.0,177.0
1771338914,2026-02-17 20:05:14,48.78,73.81,9.64,203.77,10.0,8.84,64.11,2.41,198,168.0,214.0,190.0
1771342514,2026-02-17 21:05:14,43.72,65.47,10.32,201.62,14.39,8.29,51.02,5.96,175,149.0,198.0,214.0
1771346114,2026-02-17 22:05:14,40.29,62.59,13.54,206.2,10.26,6.43,68.52,7.58,174,140.0,175.0,198.0
1771349714,2026-02-17 23:05:14,39.15,60.03,8.7,185.58,10.0,5.55,76.64,1.26,163,133.0,174.0,175.0
1771353314,2026-02-18 00:05:14,39.27,62.73,9.46,204.17,21.27,4.66,68.4,4.33,157,141.0,163.0,174.0
1771356914,2026-02-18 01:05:14,38.02,60.27,7.11,188.49,15.53,4.79,79.78,1.65,163,134.0,157.0,163.0
1771360514,2026-02-18 02:05:14,38.7,61.12,5.92,189.31,16.09,6.72,67.53,3.8,168,149.0,163.0,157.0
1771364114,2026-02-18 03:05:14,35.89,58.19,10.67,225.67,24.95,6.2,72.7,7.02,149,154.0,168.0,163.0
1771367714,2026-02-18 04:05:14,34.12,54.49,8.3,181.95,23.36,10.34,65.2,1.22,140,143.0,149.0,168.0
1771371314,2026-02-18 05:05:14,32.8,46.89,12.13,202.25,19.44,11.13,57.59,1.73,133,153.0,140.0,149.0
1771374914,2026-02-18 06:05:14,31.09,44.48,6.33,195.46,27.73,16.55,51.33,7.82,141,138.0,133.0,140.0
1771378514,2026-02-18 07:05:14,33.52,52.53,7.99,185.86,26.79,16.45,34.43,8.3,134,123.0,141.0,133.0
1771382114,2026-02-18 08:05:14,35.24,55.25,16.68,396.76,35.24,19.25,41.43,2.15,149,126.0,134.0,141.0
1771385714,2026-02-18 09:05:14,39.15,58.03,19.35,375.14,39.99,20.43,40.89,7.22,154,120.0,149.0,134.0
1771389314,2026-02-18 10:05:14,34.5,54.87,10.77,197.49,33.15,23.36,31.9,5.66,143,105.0,154.0,149.0
1771392914,2026-02-18 11:05:14,34.4,44.99,10.74,188.95,52.94,25.71,27.37,3.95,153,115.0,143.0,154.0
1771396514,2026-02-18 12:05:14,33.06,50.47,11.04,196.81,40.0,24.09,33.87,7.29,138,136.0,153.0,143.0
1771400114,2026-02-18 13:05:14,30.04,47.52,9.59,231.27,41.25,25.71,31.6,6.92,123,142.0,138.0,153.0
1771403714,2026-02-18 14:05:14,30.31,45.83,10.85,183.99,39.81,22.85,36.96,2.14,126,146.0,123.0,138.0
1771407314,2026-02-18 15:05:14,30.74,40.87,13.76,224.92,31.79,21.2,48.92,5.16,120,130.0,126.0,123.0
1771410914,2026-02-18 16:05:14,26.03,36.28,10.75,188.88,28.08,20.94,47.61,5.69,105,123.0,120.0,126.0
1771414514,2026-02-18 17:05:14,27.82,39.45,17.9,388.11,29.26,16.77,54.95,5.12,115,132.0,105.0,120.0
1771418114,2026-02-18 18:05:14,32.62,44.68,19.23,392.74,32.82,15.64,50.96,5.46,136,153.0,115.0,105.0
1771421714,2026-02-18 19:05:14,33.7,48.65,20.43,381.58,18.92,14.06,55.69,3.65,142,126.0,136.0,115.0
1771425314,2026-02-18 20:05:14,32.7,52.02,10.8,163.67,17.62,9.5,54.76,1.35,146,140.0,142.0,136.0
1771428914,2026-02-18 21:05:14,30.97,47.62,8.25,186.07,19.6,8.31,62.81,7.13,130,137.0,146.0,142.0
1771432514,2026-02-18 22:05:14,30.31,50.02,10.51,167.97,14.78,6.08,60.89,6.86,123,108.0,130.0,146.0
1771436114,2026-02-18 23:05:14,31.6,48.77,10.3,198.17,14.45,6.84,60.89,2.71,132,110.0,123.0,130.0
1771439714,2026-02-19 00:05:14,34.48,48.77,7.26,187.96,12.71,5.16,63.4,2.46,153,97.0,132.0,123.0
1771443314,2026-02-19 01:05:14,31.45,46.56,8.56,199.95,15.04,5.52,73.88,6.33,126,92.0,153.0,132.0
1771446914,2026-02-19 02:05:14,34.23,51.04,14.6,199.76,15.23,6.99,71.33,3.34,140,127.0,126.0,153.0
1771450514,2026-02-19 03:05:14,31.8,49.32,13.38,205.88,13.07,9.34,66.32,7.3,137,154.0,140.0,126.0
1771454114,2026-02-19 04:05:14,26.07,36.79,11.29,149.53,27.27,11.57,54.9,6.07,108,171.0,137.0,140.0
1771457714,2026-02-19 05:05:14,24.57,36.54,13.21,158.33,20.93,11.15,57.29,6.34,110,180.0,108.0,137.0
1771461314,2026-02-19 06:05:14,24.41,32.49,8.28,212.83,30.29,15.26,51.16,4.19,97,171.0,110.0,108.0
1771464914,2026-02-19 07:05:14,22.64,35.36,10.32,182.99,33.63,18.13,41.78,6.52,92,179.0,97.0,110.0
1771468514,2026-02-19 08:05:14,29.35,47.74,20.85,386.93,42.64,19.54,43.94,5.76,127,146.0,92.0,97.0
1771472114,2026-02-19 09:05:14,37.23,53.28,18.01,372.16,35.92,21.83,30.8,0.86,154,145.0,127.0,92.0
1771475714,2026-02-19 10:05:14,40.62,60.89,11.78,183.02,41.64,23.04,34.2,2.96,171,135.0,154.0,127.0
1771479314,2026-02-19 11:05:14,41.86,61.31,12.56,189.4,41.32,25.01,33.42,8.07,180,155.0,171.0,154.0
1771482914,2026-02-19 12:05:14,41.23,62.21,12.91,223.73,41.07,25.62,29.47,4.73,171,176.0,180.0,171.0
1771486514,2026-02-19 13:05:14,44.92,65.29,5.56,219.14,33.8,24.59,32.16,5.19,179,202.0,171.0,180.0
1771490114,2026-02-19 14:05:14,36.05,55.17,11.24,182.96,43.83,22.22,33.44,6.77,146,191.0,179.0,171.0
1771493714,2026-02-19 15:05:14,35.01,50.36,9.06,219.0,34.68,22.4,40.35,5.33,145,173.0,146.0,179.0
1771497314,2026-02-19 16:05:14,30.57,51.67,9.53,206.39,37.09,21.23,34.88,7.41,135,182.0,145.0,146.0
1771500914,2026-02-19 17:05:14,38.18,58.08,17.93,390.86,32.03,18.91,40.77,1.75,155,169.0,135.0,145.0
1771504514,2026-02-19 18:05:14,43.02,66.42,17.16,410.55,22.8,14.07,53.36,5.67,176,186.0,155.0,135.0
1771508114,2026-02-19 19:05:14,46.7,72.33,18.26,393.73,26.29,10.83,67.88,6.99,202,180.0,176.0,155.0
1771511714,2026-02-19 20:05:14,46.24,65.95,8.78,193.22,17.18,8.73,63.23,4.52,191,165.0,202.0,176.0
1771515314,2026-02-19 21:05:14,43.97,60.92,12.54,227.98,10.0,7.75,69.0,2.95,173,159.0,191.0,202.0
1771518914,2026-02-19 22:05:14,41.59,63.69,15.1,196.92,13.46,5.73,71.88,5.99,182,143.0,173.0,191.0
1771522514,2026-02-19 23:05:14,41.26,62.33,10.98,160.4,22.02,6.15,70.58,3.93,169,138.0,182.0,173.0
1771526114,2026-02-20 00:05:14,42.81,62.54,10.62,203.64,10.0,5.73,67.48,3.18,186,127.0,169.0,182.0
1771529714,2026-02-20 01:05:14,42.73,61.07,8.24,207.25,10.0,5.9,69.95,6.62,180,128.0,186.0,169.0
1771533314,2026-02-20 02:05:14,39.68,55.59,13.35,192.91,15.68,6.83,57.87,6.05,165,140.0,180.0,186.0
1771536914,2026-02-20 03:05:14,39.15,59.83,12.38,215.83,12.99,6.82,62.58,4.09,159,162.0,165.0,180.0
1771540514,2026-02-20 04:05:14,35.27,52.58,9.28,175.12,20.31,10.66,53.64,6.7,143,161.0,159.0,165.0
1771544114,2026-02-20 05:05:14,33.05,51.05,10.32,213.59,23.12,11.78,65.8,6.15,138,165.0,143.0,159.0
1771547714,2026-02-20 06:05:14,30.53,44.93,8.96,208.58,29.76,15.64,48.66,4.32,127,145.0,138.0,143.0
1771551314,2026-02-20 07:05:14,29.29,46.15,10.22,219.33,38.81,19.8,45.35,5.92,128,139.0,127.0,138.0
1771554914,2026-02-20 08:05:14,33.54,49.45,19.43,418.97,34.34,20.2,44.83,4.1,140,139.0,128.0,127.0
1771558514,2026-02-20 09:05:14,38.22,54.97,18.88,430.64,34.75,23.43,36.18,6.55,162,140.0,140.0,128.0
1771562114,2026-02-20 10:05:14,39.02,59.58,12.69,167.67,39.96,24.49,25.24,2.66,161,134.0,162.0,140.0
1771565714,2026-02-20 11:05:14,38.4,58.49,12.01,190.32,40.23,25.85,28.71,5.65,165,164.0,161.0,162.0
1771569314,2026-02-20 12:05:14,34.01,42.89,9.96,210.43,49.09,25.55,33.51,5.21,145,164.0,165.0,161.0
1771572914,2026-02-20 13:05:14,33.96,51.22,9.66,177.07,42.67,23.84,31.22,3.36,139,198.0,145.0,165.0
1771576514,2026-02-20 14:05:14,33.32,49.78,5.25,209.03,41.69,23.1,45.2,3.25,139,172.0,139.0,145.0
1771580114,2026-02-20 15:05:14,32.91,49.44,9.51,200.41,31.83,21.22,36.35,6.0,140,166.0,139.0,139.0
1771583714,2026-02-20 16:05:14,32.54,50.41,12.11,192.58,34.51,20.63,35.38,3.7,134,169.0,140.0,139.0
1771587314,2026-02-20 17:05:14,38.98,59.34,21.18,403.68,27.65,17.8,45.92,0.86,164,195.0,134.0,140.0
1771590914,2026-02-20 18:05:14,40.83,59.26,17.46,425.94,23.52,14.59,51.02,7.13,164,198.0,164.0,134.0
1771594514,2026-02-20 19:05:14,45.04,68.98,20.51,378.1,24.36,13.49,52.24,1.3,198,189.0,164.0,164.0
1771598114,2026-02-20 20:05:14,43.88,64.11,5.6,251.65,19.62,11.28,59.89,3.49,172,175.0,198.0,164.0
1771601714,2026-02-20 21:05:14,41.66,61.82,10.93,219.58,18.34,7.88,63.87,6.61,166,167.0,172.0,198.0
1771605314,2026-02-20 22:05:14,41.55,61.65,11.8,197.0,10.34,5.71,65.56,5.15,169,138.0,166.0,172.0
1771608914,2026-02-20 23:05:14,45.89,65.6,8.29,185.19,23.12,7.52,64.4,2.28,195,149.0,169.0,166.0
1771612514,2026-02-21 00:05:14,46.62,71.14,9.59,196.02,16.48,5.39,57.31,1.05,198,137.0,195.0,169.0
1771616114,2026-02-21 01:05:14,43.48,65.72,10.35,212.31,10.0,4.44,75.68,6.28,189,151.0,198.0,195.0
1771619714,2026-02-21 02:05:14,40.45,61.86,6.1,202.39,13.06,7.23,65.5,4.25,175,144.0,189.0,198.0
1771623314,2026-02-21 03:05:14,38.53,64.74,10.63,175.63,14.65,6.45,71.23,3.03,167,165.0,175.0,189.0
1771626914,2026-02-21 04:05:14,34.37,46.36,12.03,210.61,27.19,11.01,60.89,6.51,138,141.0,167.0,175.0
1771630514,2026-02-21 05:05:14,35.4,52.94,7.03,212.11,32.49,13.97,46.87,4.72,149,151.0,138.0,167.0
1771634114,2026-02-21 06:05:14,34.26,49.01,10.28,160.73,32.87,15.24,49.24,5.0,137,135.0,149.0,138.0
1771637714,2026-02-21 07:05:14,35.1,48.39,9.6,218.51,35.61,17.39,46.13,7.15,151,134.0,137.0,149.0
1771641314,2026-02-21 08:05:14,34.84,53.26,16.03,415.98,32.06,19.48,53.2,5.85,144,125.0,151.0,137.0
1771644914,2026-02-21 09:05:14,36.84,55.39,21.14,397.85,39.09,20.6,36.75,4.12,165,121.0,144.0,151.0
